order_id,order_date,customer_name,customer_email,customer_phone,customer_address,product_name,product_category,sales_channel,supplier,units_sold,revenue,inventory_on_hand,shipping_status,delivery_days,return_flag,return_reason
ORD-100116,2026-03-30,Joseph Robinson,hollandlindsey@example.net,(438)994-7929x871,"1004 Norman Alley Suite 683, Leeborough, OH 53549",Mechanical Keyboard,Accessories,Amazon Marketplace,Northstar Supply,2,57.69,17,Delivered,1,False,No return
ORD-100117,2026-03-29,Alejandra Castro,tinalove@example.org,997-848-4716x7157,"281 Smith Ville, New Christopherview, FM 97870",Smart Scale,Warehouse,Phone Order,Metro Packaging,7,969.74,72,Delivered,7,False,No return
ORD-100118,2026-03-03,Michael Finley,timothy12@example.net,3275021150,"30306 Robert Junctions Suite 550, Quinnview, SC 46629",Wireless Mouse,Accessories,Shopify,Cascade Imports,1,39.13,37,Delivered,3,False,No return
ORD-100119,2026-04-10,James Brewer,ronald81@example.net,329.243.5303x33797,"4544 Howe Bridge Apt. 983, New Krystal, PW 20967",Barcode Scanner,Warehouse,Phone Order,Northstar Supply,5,721.67,71,Delivered,3,False,No return
ORD-100120,2026-04-15,Amanda Wise,amy91@example.org,(404)355-3747x281,"32137 James Canyon Apt. 047, New Joseph, WA 56457",USB-C Hub,Accessories,Wholesale Portal,Cascade Imports,2,72.06,50,Delivered,9,False,No return
ORD-100121,2026-03-31,Lindsay Clark PhD,christopher08@example.org,+1-298-354-0993x5647,"178 Andre Ports Apt. 361, Dodsonfurt, CO 48815",Laptop Stand,Accessories,Phone Order,Northstar Supply,6,216.82,43,Delivered,5,False,No return
ORD-100122,2026-04-21,Pamela Kelly,eric03@example.com,+1-722-364-8387x48848,"27363 John Club, Sandraside, NC 07920",USB-C Hub,Accessories,Wholesale Portal,Evergreen Wholesale,6,208.98,23,Delivered,4,False,No return
ORD-100123,2026-04-06,Carla Taylor,felicia62@example.org,3034224634,"4601 Bobby Manors, Barbarahaven, VA 42642",Barcode Scanner,Warehouse,Phone Order,Northstar Supply,3,441.44,72,Delivered,5,False,No return
ORD-100124,2026-04-04,Cynthia Gentry MD,davidsanchez@example.com,+1-923-721-6926x1893,"924 Anderson Meadows Suite 704, New Brianland, TN 67843",Wireless Mouse,Accessories,Shopify,Cascade Imports,6,213.42,37,Delivered,4,False,No return
ORD-100125,2026-03-04,Briana Harris,kenneth06@example.com,(856)983-5819,"PSC 1762, Box 1342, APO AP 70080",Desk Lamp,Office,Wholesale Portal,BlueRiver Fulfillment,6,249.4,0,Delivered,3,False,No return
ORD-100126,2026-03-22,Timothy Smith,jpayne@example.net,001-267-614-5922x023,"2142 John Curve Suite 420, Codyburgh, ME 57589",Reusable Mailer,Packaging,Amazon Marketplace,Evergreen Wholesale,5,96.14,27,Delivered,5,False,No return
ORD-100127,2026-04-29,Robert Gill,ncardenas@example.org,001-270-685-3878x4070,"18946 Walter Isle, North Glenn, MI 75433",Barcode Scanner,Warehouse,Amazon Marketplace,Cascade Imports,5,596.24,105,Delivered,2,False,No return
ORD-100128,2026-03-09,Jeanne Reed,jeremyadams@example.com,(306)475-7429,"7779 Thompson Harbor, New Andrea, OR 74578",Wireless Mouse,Accessories,Wholesale Portal,Cascade Imports,4,138.96,5,Delivered,4,False,No return
ORD-100129,2026-04-24,Joshua Stevens,jill44@example.net,450.651.9681x6914,"02375 Henry Locks, Lake Joseph, DE 66969",Barcode Scanner,Warehouse,Phone Order,BlueRiver Fulfillment,6,843.48,64,Delivered,3,False,No return
ORD-100130,2026-03-28,Brett Mills,alexandra82@example.net,460-533-2686x452,"493 Goodman Fort, Elliotttown, PA 43061",Smart Scale,Warehouse,Shopify,Northstar Supply,6,863.39,67,Delivered,2,False,No return
ORD-100131,2026-04-06,Dr. Casey Brown,amanda84@example.com,001-533-670-1902x50017,"603 Philip Brook, Kimtown, HI 76570",Desk Lamp,Office,Shopify,Cascade Imports,7,304.09,78,Delayed,7,False,No return
ORD-100132,2026-05-09,Travis Holmes,nicholeramos@example.com,(556)884-6140x69056,"48995 Kevin Keys Apt. 304, Davidshire, KY 97493",Desk Lamp,Office,Wholesale Portal,Evergreen Wholesale,5,240.79,81,Delivered,3,False,No return
ORD-100133,2026-03-10,Craig Campbell,michaelbutler@example.net,440-847-3820x2919,"257 Hughes Rest Suite 245, Juliechester, VA 85880",Thermal Label Roll,Packaging,Shopify,Evergreen Wholesale,6,109.16,35,Delayed,12,False,No return
ORD-100134,2026-04-22,Matthew Grant,santosmary@example.com,+1-571-370-8853x108,"99148 Dennis Shoals, Williamport, ME 49966",Reusable Mailer,Packaging,Shopify,Northstar Supply,3,51.98,5,Delivered,4,False,No return
ORD-100135,2026-03-13,Krista Parker,fschneider@example.net,214-857-6488x83460,"2061 Garcia Center, Melendezhaven, DC 81894",Packing Tape,Packaging,Shopify,BlueRiver Fulfillment,2,33.58,0,Delivered,6,False,No return
ORD-100136,2026-03-21,Daniel Young,woodardjennifer@example.net,959-623-3601,"76417 Andrea Parkway, Olsenborough, ND 99225",Wireless Mouse,Accessories,Wholesale Portal,Northstar Supply,1,20.82,51,Delayed,7,False,No return
ORD-100137,2026-03-06,Dana Mcknight,dawn78@example.com,575-799-0107x4244,"PSC 2820, Box 1230, APO AP 27098",Barcode Scanner,Warehouse,Phone Order,Cascade Imports,4,551.13,50,Delivered,3,False,No return
ORD-100138,2026-04-15,Mark Walters,anthony72@example.org,001-354-613-4027x00532,"519 Steven Plains Apt. 295, South Rebecca, MP 32115",Desk Lamp,Office,Phone Order,Cascade Imports,6,277.95,54,Delivered,5,False,No return
ORD-100139,2026-03-26,Julie Mason,richardwebster@example.org,719.705.3283,"203 Gregory Way Suite 569, Lake Kyleville, MS 24190",USB-C Hub,Accessories,Shopify,Metro Packaging,3,110.67,42,Delayed,13,False,No return
ORD-100140,2026-04-03,Jason Jones,mirandagraves@example.com,+1-872-481-9718x5787,"82254 Elizabeth Throughway Suite 792, Wolfetown, TN 70186",Barcode Scanner,Warehouse,Wholesale Portal,Evergreen Wholesale,4,533.63,13,Delayed,6,False,No return
ORD-100141,2026-05-03,Carmen Davis,huntbrandon@example.net,941.887.3486,"3768 Kenneth Creek Suite 879, Sellershaven, MH 33763",Laptop Stand,Accessories,Phone Order,Metro Packaging,5,175.38,10,Delivered,2,False,No return
ORD-100142,2026-05-09,Sharon Santiago,ryanreynolds@example.com,001-828-339-9479x6799,"9238 Vanessa Neck, Stanleyville, MN 13713",Laptop Stand,Accessories,Amazon Marketplace,Cascade Imports,7,252.46,7,Delivered,2,False,No return
ORD-100143,2026-03-14,Corey Powers,foxrobert@example.org,656.394.3432x01047,"272 Kristy Cape Suite 891, Olsonfurt, DC 05820",Mechanical Keyboard,Accessories,Phone Order,Evergreen Wholesale,2,66.12,49,Delivered,5,False,No return
ORD-100144,2026-03-02,Jeffrey Kline,thomasnancy@example.org,405.890.6271,"1532 Ronald Square, Hansonburgh, KY 46912",USB-C Hub,Accessories,Phone Order,Evergreen Wholesale,1,35.39,22,Delivered,4,False,No return
ORD-100145,2026-04-11,Margaret Watts,matthewgonzalez@example.com,608.562.3453x55301,"8198 Robert Roads Suite 148, East Garyside, NM 67732",Barcode Scanner,Warehouse,Phone Order,BlueRiver Fulfillment,4,509.08,76,Delivered,6,False,No return
ORD-100146,2026-04-14,Robin Scott,scottrubio@example.org,811.246.7242,"717 Hodges Freeway Apt. 306, Frybury, NE 22270",Mechanical Keyboard,Accessories,Phone Order,Northstar Supply,7,255.27,16,Delivered,1,False,No return
ORD-100147,2026-04-23,Peter Blake,bartonmadison@example.org,001-642-396-8431,"6930 Leah Mews, Lake Troyville, AL 87015",Mechanical Keyboard,Accessories,Shopify,Northstar Supply,5,170.35,14,Delivered,5,False,No return
ORD-100148,2026-04-26,John Green,williamnorman@example.net,+1-472-724-9873x69177,"7343 Gordon Track, Lake Katrinashire, AS 46585",Packing Tape,Packaging,Amazon Marketplace,Metro Packaging,4,68.23,85,Delivered,4,False,No return
ORD-100149,2026-03-08,Kimberly Patterson,wagnerruth@example.net,3867920847,"00543 Michael Falls, Rodriguezbury, NE 65130",Wireless Mouse,Accessories,Phone Order,Northstar Supply,7,254.24,3,Delivered,7,False,No return
ORD-100150,2026-03-21,Margaret Hill,erikacarter@example.net,(351)342-1417,"09780 Monica Creek, Port Pennytown, OR 76091",Thermal Label Roll,Packaging,Phone Order,BlueRiver Fulfillment,1,16.09,65,Delivered,2,False,No return
ORD-100151,2026-04-30,Jennifer White,tammy46@example.net,368.968.7579x260,"PSC 4036, Box 0269, APO AP 87018",Thermal Label Roll,Packaging,Shopify,Metro Packaging,4,64.01,30,Delivered,5,False,No return
ORD-100152,2026-04-15,Kimberly Rogers,wheelerjeffrey@example.com,7499077091,"USNV Harris, FPO AA 97629",Mechanical Keyboard,Accessories,Wholesale Portal,Metro Packaging,1,30.35,58,Delivered,2,False,No return
ORD-100153,2026-04-01,Brent Walls,ramirezbilly@example.com,308-891-3150x72229,"928 Miller Knoll, Jonesland, IA 46683",Barcode Scanner,Warehouse,Amazon Marketplace,BlueRiver Fulfillment,6,855.68,58,Delivered,1,False,No return
ORD-100154,2026-03-26,Brian Terry,ryanschultz@example.net,270.505.5839x3897,"PSC 6291, Box 2379, APO AE 61127",Wireless Mouse,Accessories,Shopify,BlueRiver Fulfillment,1,38.12,56,Delivered,1,False,No return
ORD-100155,2026-03-01,Gail Wagner,annette66@example.com,665-604-4883,"1257 Ramos Crest Suite 574, East Megan, VI 74674",Laptop Stand,Accessories,Wholesale Portal,Cascade Imports,7,240.46,51,Delivered,5,True,Changed mind
ORD-100156,2026-05-03,Alejandro Grant,angeladavidson@example.com,234.574.9292,"Unit 1197 Box 9565, DPO AE 31481",Thermal Label Roll,Packaging,Shopify,Evergreen Wholesale,2,42.53,45,Delivered,3,False,No return
ORD-100157,2026-05-06,Morgan Sloan,dale73@example.net,+1-217-697-4439x94371,"328 Palmer Highway, Williamsonfurt, VA 24136",Thermal Label Roll,Packaging,Shopify,BlueRiver Fulfillment,4,69.21,31,Delivered,4,False,No return
ORD-100158,2026-04-18,Andrea Soto,ortizshannon@example.org,(265)244-6958x2537,"04159 Peter Key Apt. 434, East Mark, KY 71308",Reusable Mailer,Packaging,Amazon Marketplace,Evergreen Wholesale,7,132.13,0,Delayed,6,False,No return
ORD-100159,2026-04-06,William Thompson,robert18@example.org,958-909-4045x78558,"6457 Benjamin Inlet, Mariafurt, TN 33726",Thermal Label Roll,Packaging,Wholesale Portal,BlueRiver Fulfillment,3,65.47,0,Delivered,3,False,No return
ORD-100160,2026-04-01,Colton Stokes,gonzaleznichole@example.net,(256)755-9892,"259 Simmons Squares, Halebury, WV 02816",Laptop Stand,Accessories,Amazon Marketplace,Metro Packaging,3,105.42,17,Delivered,3,False,No return
ORD-100161,2026-04-17,Wendy Chapman,ashleyrobinson@example.com,2087249190,"565 Robert Place, Thomasbury, ID 35195",Packing Tape,Packaging,Wholesale Portal,Cascade Imports,1,20.36,62,Delayed,6,False,No return
ORD-100162,2026-04-07,John Carpenter,bradley82@example.org,818-364-6205x8677,"4348 York Prairie Suite 658, West Janicehaven, WV 25454",Mechanical Keyboard,Accessories,Amazon Marketplace,BlueRiver Fulfillment,7,253.55,41,Delivered,3,False,No return
ORD-100163,2026-03-09,William Walker,bowersamanda@example.net,001-299-727-2467x382,"54926 Susan Springs, Lake Cole, FL 74156",USB-C Hub,Accessories,Wholesale Portal,Metro Packaging,5,164.42,35,Delivered,4,False,No return
ORD-100164,2026-03-16,Samuel Lewis,richardwong@example.net,001-414-856-8490x752,"62436 Young Tunnel, Davisstad, AS 42759",Mechanical Keyboard,Accessories,Amazon Marketplace,Northstar Supply,4,142.43,17,Delayed,12,False,No return
ORD-100165,2026-03-25,Angela Moore,nolson@example.com,208.238.0403x84558,"90393 Sylvia Shore, West Tasha, ID 61743",Thermal Label Roll,Packaging,Wholesale Portal,Evergreen Wholesale,2,37.44,49,Delivered,2,False,No return
ORD-100166,2026-05-01,Charles Mills,adamskatherine@example.org,(898)691-1210,"912 Jack Pass, Jeremiahstad, WI 40060",Thermal Label Roll,Packaging,Wholesale Portal,Evergreen Wholesale,3,52.54,44,Exception,5,False,No return
ORD-100167,2026-04-05,John Mcintosh,icalderon@example.com,001-470-309-0970,"097 Heather Canyon Suite 260, South Jennifer, AK 53729",Wireless Mouse,Accessories,Wholesale Portal,Cascade Imports,4,140.92,2,Delivered,3,False,No return
ORD-100168,2026-04-09,Crystal Logan DDS,patriciapalmer@example.org,562.374.8428x25031,"2035 Robert Drives, Paigeton, ND 49921",Smart Scale,Warehouse,Wholesale Portal,Metro Packaging,3,436.87,0,Delivered,2,False,No return
ORD-100169,2026-03-16,Andrea Reyes,mary90@example.net,386.302.9424,"866 Obrien Pine Suite 867, Gabrielhaven, TX 36435",Mechanical Keyboard,Accessories,Wholesale Portal,BlueRiver Fulfillment,5,182.45,12,Delivered,2,False,No return
ORD-100170,2026-03-21,Jessica Patterson,philip86@example.net,726-672-3000,"4623 Matthew Crest, Lewisfort, MT 67557",Reusable Mailer,Packaging,Wholesale Portal,Cascade Imports,3,55.57,55,Delivered,8,False,No return
ORD-100171,2026-03-18,Blake Huffman,rowlandjennifer@example.org,(978)942-9958x51544,"46811 Wallace Throughway, Rayside, SC 86464",USB-C Hub,Accessories,Wholesale Portal,Cascade Imports,6,214.5,60,Delivered,5,False,No return
ORD-100172,2026-05-06,Alex Brown,leachjessica@example.com,571.646.0194,"708 Owens Squares Suite 362, Cowanport, WA 62494",Mechanical Keyboard,Accessories,Shopify,Evergreen Wholesale,7,247.31,5,Delivered,3,False,No return
ORD-100173,2026-04-09,George Freeman,pedro21@example.com,(809)630-0008,"5340 Ann Park Apt. 691, New Mike, MP 37986",Desk Lamp,Office,Amazon Marketplace,Evergreen Wholesale,3,129.84,52,Delivered,3,False,No return
ORD-100174,2026-03-08,Rhonda Simmons,fmyers@example.com,280-903-7362x49437,"39347 William Extension, Sheenafurt, VA 40470",Mechanical Keyboard,Accessories,Amazon Marketplace,Northstar Supply,7,260.57,24,Delivered,1,False,No return
ORD-100175,2026-03-31,Rebecca Solis,richardsrobert@example.com,(214)871-6339,"7303 Anna Lodge, Lisamouth, PW 97755",Mechanical Keyboard,Accessories,Phone Order,Evergreen Wholesale,3,87.12,22,Delivered,2,False,No return
ORD-100176,2026-03-03,Susan Sandoval,christina49@example.org,967.596.2388x3709,"95370 Maldonado Isle Suite 416, East Jaimechester, IN 07274",Wireless Mouse,Accessories,Wholesale Portal,Cascade Imports,2,82.02,19,Delayed,8,False,No return
ORD-100177,2026-04-06,Megan Harris,wreed@example.org,(612)267-5078x381,"388 Shawn Shoals Apt. 967, Vanessabury, IL 29415",Reusable Mailer,Packaging,Shopify,Evergreen Wholesale,5,94.72,22,Delivered,2,False,No return
ORD-100178,2026-03-27,Jesus Singleton,samanthabooth@example.net,(238)640-7403,"8683 Amber Stream, Warrenton, NM 23669",Barcode Scanner,Warehouse,Wholesale Portal,BlueRiver Fulfillment,7,972.25,44,Delivered,5,True,Changed mind
ORD-100179,2026-03-22,Adrian Edwards DDS,jessica47@example.net,(623)839-6632x1662,"55124 Key Plains Apt. 104, Barnestown, AS 57541",Barcode Scanner,Warehouse,Amazon Marketplace,Metro Packaging,3,383.77,39,Delayed,8,False,No return
ORD-100180,2026-03-08,Casey Whitaker MD,mmorris@example.com,001-590-922-6530x61591,"60359 Misty Fork Apt. 878, Port Shannon, UT 60289",Barcode Scanner,Warehouse,Amazon Marketplace,Evergreen Wholesale,2,225.28,36,Delivered,5,False,No return
ORD-100181,2026-04-04,Trevor Greene,lydia29@example.net,+1-257-357-1153x140,"156 Joyce Island Apt. 480, West Joseph, NC 65128",Laptop Stand,Accessories,Shopify,Northstar Supply,4,143.13,0,Delivered,6,False,No return
ORD-100182,2026-04-28,Christina Bowen,xpeters@example.org,001-632-880-5604x3641,"PSC 5218, Box 3768, APO AP 33522",Mechanical Keyboard,Accessories,Amazon Marketplace,BlueRiver Fulfillment,7,243.69,10,Delayed,11,False,No return
ORD-100183,2026-03-18,Maria Griffin,megan83@example.com,412.926.6409x17711,"4534 Justin Corner, Jimenezbury, NY 74648",Packing Tape,Packaging,Amazon Marketplace,Cascade Imports,7,120.87,56,Delivered,1,False,No return
ORD-100184,2026-03-14,Katelyn Johnson,justin95@example.com,+1-712-651-3505x096,"77175 Stephen Via, Mccoyside, ID 09111",Packing Tape,Packaging,Amazon Marketplace,Evergreen Wholesale,2,38.47,51,Delivered,3,False,No return
ORD-100185,2026-03-07,Scott Ramos,pmoore@example.com,+1-373-666-6471x471,"2325 Novak Valley, Jonathanland, AS 75545",USB-C Hub,Accessories,Amazon Marketplace,BlueRiver Fulfillment,1,43.0,4,Delivered,5,True,Changed mind
ORD-100186,2026-04-19,Rachel Huynh,qpowell@example.org,(587)345-2611x175,"83561 Clayton Haven Suite 262, Cookeview, IL 99727",Mechanical Keyboard,Accessories,Wholesale Portal,BlueRiver Fulfillment,5,189.02,19,Delivered,6,False,No return
ORD-100187,2026-04-18,Robert Rangel,albertramos@example.org,8378323200,"2642 Samuel Union, Colehaven, AR 13025",Laptop Stand,Accessories,Phone Order,Metro Packaging,6,216.89,89,Delivered,5,False,No return
ORD-100188,2026-04-02,Paige Valdez,meyerzachary@example.org,(510)547-2227,"Unit 3995 Box 0877, DPO AA 18243",Mechanical Keyboard,Accessories,Wholesale Portal,Evergreen Wholesale,2,68.65,45,Delivered,2,False,No return
ORD-100189,2026-03-18,Mary Joseph,carriemorris@example.org,+1-305-382-8237x73044,"09371 Armstrong Crossing Suite 519, Victoriahaven, WY 28961",Laptop Stand,Accessories,Amazon Marketplace,Evergreen Wholesale,7,242.86,89,Delivered,8,False,No return
ORD-100190,2026-03-06,Julia Gonzales,ayalaryan@example.com,225-359-1306,"27001 Catherine Freeway, Stephaniechester, AS 01505",Smart Scale,Warehouse,Amazon Marketplace,Cascade Imports,3,387.77,60,Delivered,5,False,No return
ORD-100191,2026-03-08,Tammy Wells,nmartin@example.org,235.708.1659,"30719 Manuel Summit Apt. 511, West Melissa, WV 19286",Wireless Mouse,Accessories,Shopify,Evergreen Wholesale,5,191.25,63,Delivered,5,False,No return
ORD-100192,2026-04-27,Mark Hunt,charles68@example.net,684.408.7142,"59357 Terri Union Apt. 135, Jonesberg, NV 16756",Reusable Mailer,Packaging,Amazon Marketplace,BlueRiver Fulfillment,1,19.53,47,Delivered,1,False,No return
ORD-100193,2026-04-19,Jacob Rich Jr.,bellerika@example.net,001-315-988-5518x98999,"910 Silva Haven, Brentberg, SC 33948",Barcode Scanner,Warehouse,Shopify,Northstar Supply,2,235.21,88,Delayed,12,True,Changed mind
ORD-100194,2026-04-27,Nicholas Anderson,palmeralexandra@example.net,001-303-438-5634,"479 Wilson Spur, Tinabury, DE 12918",Desk Lamp,Office,Phone Order,Northstar Supply,3,137.87,45,Delivered,6,True,Late delivery
ORD-100195,2026-04-24,Matthew Warren,victoriadavis@example.com,+1-948-691-5155x71284,"6415 Blair Rapids Suite 993, Thomaschester, HI 42756",Smart Scale,Warehouse,Amazon Marketplace,Cascade Imports,2,241.73,46,Delivered,4,False,No return
ORD-100196,2026-03-09,Mr. Michael Figueroa,charlesrobles@example.com,(983)896-2586,"USNV Bass, FPO AA 11043",Mechanical Keyboard,Accessories,Phone Order,Metro Packaging,7,251.54,89,Exception,8,False,No return
ORD-100197,2026-04-10,Amanda Rice,jeremiahdavis@example.com,765-350-6099,"41636 Charlotte Village, North Tyler, DC 41270",Reusable Mailer,Packaging,Wholesale Portal,Northstar Supply,5,90.05,46,Exception,9,False,No return
ORD-100198,2026-03-30,Paul Burton,gwatkins@example.net,269.316.0746x24013,"8492 Rhodes Loaf, South Donald, MN 74938",Smart Scale,Warehouse,Amazon Marketplace,Northstar Supply,4,522.12,26,Delivered,3,False,No return
ORD-100199,2026-04-01,Andrew Barton,hurstkeith@example.net,001-800-543-3289x859,"82878 Cory Ports Apt. 892, New Vanessastad, DC 11330",Desk Lamp,Office,Phone Order,Cascade Imports,5,230.75,0,Delivered,4,False,No return
ORD-100200,2026-03-14,Blake Mason,andres02@example.org,+1-440-401-1374x973,"127 Holmes Highway Suite 311, East Nicolehaven, NC 43684",USB-C Hub,Accessories,Shopify,BlueRiver Fulfillment,1,44.96,70,Delivered,6,False,No return
ORD-100201,2026-04-28,Stephen Thompson,richard09@example.org,+1-603-540-9464x42459,"65577 Mason Vista Apt. 924, West Jessicamouth, PW 25355",Smart Scale,Warehouse,Wholesale Portal,Cascade Imports,2,250.42,53,Delivered,1,False,No return
ORD-100202,2026-04-22,Carol Reed,jamessutton@example.com,+1-595-267-7774,"28489 Zachary Island Suite 730, New Joseph, SD 64127",Mechanical Keyboard,Accessories,Amazon Marketplace,Evergreen Wholesale,5,191.59,13,Delivered,6,False,No return
ORD-100203,2026-05-08,Michelle Jones,gwood@example.net,928-489-0177x3227,"64968 Michael Rest Suite 757, Tinafort, NY 27828",Desk Lamp,Office,Shopify,BlueRiver Fulfillment,2,92.44,30,Delivered,3,False,No return
ORD-100204,2026-03-30,Chad Chavez,nray@example.org,350.498.3258,"39477 Terri Isle, Fieldsberg, OK 80822",Mechanical Keyboard,Accessories,Wholesale Portal,BlueRiver Fulfillment,3,103.46,52,Delivered,2,False,No return
ORD-100205,2026-04-06,Lauren Allen,johnsonthomas@example.org,945-578-0553,"59163 Nicole Extension Apt. 664, Josephmouth, NH 34170",Mechanical Keyboard,Accessories,Phone Order,Cascade Imports,5,182.2,16,Delivered,4,False,No return
ORD-100206,2026-03-28,David Smith,rachel68@example.net,5048160545,"75265 Brown Rest Suite 976, South James, DE 18693",Reusable Mailer,Packaging,Wholesale Portal,BlueRiver Fulfillment,2,42.47,0,Delivered,1,False,No return
ORD-100207,2026-03-13,John Smith,angelareeves@example.com,6652266080,"6643 Justin Corners, Juanstad, GU 80758",Packing Tape,Packaging,Shopify,Evergreen Wholesale,7,126.13,42,Delivered,4,False,No return
ORD-100208,2026-04-21,Brandon Stephens,jessica18@example.com,624-741-3270,"Unit 4560 Box 4641, DPO AE 11830",Thermal Label Roll,Packaging,Amazon Marketplace,Evergreen Wholesale,1,5.97,84,Delivered,4,False,No return
ORD-100209,2026-04-21,Kathryn Smith,beverly46@example.net,+1-903-919-5656x2319,"624 Mary Cove Apt. 795, Port Charles, GA 46418",Desk Lamp,Office,Amazon Marketplace,Northstar Supply,4,175.73,22,Delivered,2,False,No return
ORD-100210,2026-03-08,Brian Fields,justin95@example.com,(597)501-0782x0053,"093 Garza Coves, Gabrielville, DC 03554",Smart Scale,Warehouse,Shopify,BlueRiver Fulfillment,4,609.96,36,Delivered,7,False,No return
ORD-100211,2026-03-07,Chad Crawford,harrisangela@example.com,+1-857-931-3801x59996,"PSC 2869, Box 0539, APO AA 12259",Mechanical Keyboard,Accessories,Amazon Marketplace,Northstar Supply,2,72.32,42,Delivered,7,False,No return
ORD-100212,2026-05-08,Kimberly Campbell,davisjason@example.org,5887333084,"14546 Martin Trafficway, Lewisside, AZ 05159",Desk Lamp,Office,Shopify,Metro Packaging,5,229.11,66,Delayed,15,True,Late delivery
ORD-100213,2026-03-28,Jamie Miller,pklein@example.net,(303)741-2218x63562,"36174 Erin Courts, Lisaburgh, DC 48822",Desk Lamp,Office,Phone Order,Cascade Imports,3,145.9,32,Delayed,8,True,Changed mind
ORD-100214,2026-03-29,Paul Gordon,myersjoseph@example.net,(898)857-4990,"37212 Perkins Inlet, Robertbury, MH 45240",USB-C Hub,Accessories,Wholesale Portal,Metro Packaging,1,36.28,45,Delayed,9,False,No return
ORD-100215,2026-03-14,Jessica Hoover,lacey91@example.net,001-722-380-0836x477,"PSC 8140, Box 9979, APO AA 41615",USB-C Hub,Accessories,Phone Order,Evergreen Wholesale,3,111.82,61,Delivered,1,False,No return
ORD-100216,2026-03-12,Cindy Bridges,paul65@example.net,(256)412-9302x32833,"97903 Samantha Mount Apt. 930, East Michelleside, NY 66953",Packing Tape,Packaging,Phone Order,Metro Packaging,6,101.51,47,Delivered,3,False,No return
ORD-100217,2026-03-18,Shannon Cooper,hulldawn@example.net,001-796-297-6494,"6512 Castro Isle, North Dakota, WY 62369",Smart Scale,Warehouse,Amazon Marketplace,Evergreen Wholesale,3,449.09,34,Delayed,6,False,No return
ORD-100218,2026-03-20,Veronica Brown,ana48@example.com,001-634-828-6486,"69074 Lee Heights, Kevinview, PW 98269",Barcode Scanner,Warehouse,Phone Order,Metro Packaging,1,138.37,19,Delivered,4,True,Changed mind
ORD-100219,2026-04-02,Joseph Garcia,pamela16@example.com,295-647-6719x5521,"16852 Shelia Gateway, Mayfurt, PR 35865",Packing Tape,Packaging,Amazon Marketplace,Northstar Supply,1,18.28,0,Delivered,1,False,No return
ORD-100220,2026-05-07,Robert Moore,linanita@example.net,(244)855-8371,"77005 Ross Valley, Lake Tyler, NV 53816",Mechanical Keyboard,Accessories,Amazon Marketplace,Metro Packaging,2,70.01,6,Delivered,3,False,No return
ORD-100221,2026-04-24,Justin James,bharvey@example.com,001-349-596-0898x78941,"24990 Robert Pines Suite 820, West Victorhaven, OK 21255",Mechanical Keyboard,Accessories,Shopify,Evergreen Wholesale,7,260.53,11,Delivered,1,False,No return
ORD-100222,2026-03-06,Eric Shannon,andersonkevin@example.net,(201)438-3375,"PSC 5752, Box 6723, APO AA 27813",Thermal Label Roll,Packaging,Amazon Marketplace,Cascade Imports,3,59.6,0,Delivered,3,False,No return
ORD-100223,2026-03-10,Christina Bradley,trichards@example.net,946.354.6642,"6838 Alex Harbor, Amandafort, MH 68180",USB-C Hub,Accessories,Shopify,Northstar Supply,6,208.5,34,Delivered,2,False,No return
ORD-100224,2026-04-29,Jennifer Dorsey,garygreen@example.net,001-471-967-7876x111,"0975 Jason Drives, South Kennethmouth, IA 97287",USB-C Hub,Accessories,Wholesale Portal,BlueRiver Fulfillment,1,33.19,28,Delayed,11,False,No return
ORD-100225,2026-03-18,Anthony Adams,elizabethcollins@example.net,(315)360-1077x4131,"2102 Jennifer Underpass Suite 393, New Jasonport, IN 21258",Mechanical Keyboard,Accessories,Wholesale Portal,Cascade Imports,4,148.31,54,Delivered,1,False,No return
ORD-100226,2026-04-21,Elizabeth Velasquez,nbrewer@example.org,+1-481-260-8462x5476,"872 Russell Lock, Robinsonview, CO 43378",Wireless Mouse,Accessories,Phone Order,BlueRiver Fulfillment,1,34.67,29,Delivered,7,False,No return
ORD-100227,2026-04-23,Amy Reyes,jamesortega@example.org,904.740.7961,"944 John Bypass Suite 003, West Kelly, VI 60756",USB-C Hub,Accessories,Amazon Marketplace,Cascade Imports,3,105.97,46,Delayed,6,False,No return
ORD-100228,2026-03-09,Kristin Peterson DDS,hmoore@example.org,(804)563-1119,"USCGC Waller, FPO AP 62183",Smart Scale,Warehouse,Shopify,BlueRiver Fulfillment,2,253.69,58,Delivered,4,False,No return
ORD-100229,2026-04-29,Andrew Smith,osnyder@example.com,2134599048,"60440 Susan Haven Suite 133, North Erik, DC 24943",Barcode Scanner,Warehouse,Wholesale Portal,BlueRiver Fulfillment,2,314.56,80,Delivered,6,False,No return
ORD-100230,2026-03-18,David Williams,lucerojennifer@example.org,(602)404-2797,"2940 Rachael Grove, North Pamelastad, VA 68862",Reusable Mailer,Packaging,Phone Order,Metro Packaging,4,78.14,37,Delivered,1,False,No return
ORD-100231,2026-04-07,Andrew Flowers,raymond00@example.org,5158571439,"6120 Joseph Plains, Paulland, MN 33745",Reusable Mailer,Packaging,Amazon Marketplace,BlueRiver Fulfillment,1,18.54,40,Delivered,2,False,No return
